,Unnamed: 0,Unnamed: 0.1,First_Name,Last_Name,player_id,Position,Points,Free_Throw_Percent,Two_Pt_Percent,Three_Pt_Percent,Assists,Rebounds,Offensive_Rebounds,Steals,Personal_Fouls,Flagrant_Fouls,Tech_Fouls,Turnovers,Team,Home_Away,win,Team_points,Min_played,Crowd,Stadium_Cap,game_id,game_date,Player
166713,25127,25127,Jarrett,Allen,a3fff5c7-19b6-4dac-bd75-11b944bea505,C,11,100.0,83.3,0.0,0,11,3,1,1,0,0,0,Nets,1,1,117,28:04,16011,17732,f6476222-bd8a-4f99-ad9a-963ddef18e5c,2020-01-11T00:30:00+00:00,Jarrett Allen
166724,25138,25138,Bam,Adebayo,11c303dc-540c-4090-8e0c-76c2fb2c125a,F,22,100.0,76.9,0.0,7,6,2,2,2,0,0,1,Heat,0,0,113,32:55,16011,17732,f6476222-bd8a-4f99-ad9a-963ddef18e5c,2020-01-11T00:30:00+00:00,Bam Adebayo
166725,25139,25139,Jimmy,Butler,0e163d44-67a7-4107-9421-5333600166bb,F,33,100.0,75.0,0.0,2,9,0,0,1,0,0,1,Heat,0,0,113,35:44,16011,17732,f6476222-bd8a-4f99-ad9a-963ddef18e5c,2020-01-11T00:30:00+00:00,Jimmy Butler
166746,25160,25160,Brandon,Clarke,c978afe7-cf22-45fc-8d0f-da8f867eb5ee,F-G,10,100.0,60.0,0.0,4,9,2,1,1,0,0,0,Grizzlies,1,1,134,23:15,16448,18119,7d2016e3-5999-4028-aadc-9a16d12cdf35,2020-01-11T01:00:00+00:00,Brandon Clarke
166752,25166,25166,Jonas,Valanciunas,c8788ad2-89f7-4ec9-a22b-dcaf6190889b,C,21,100.0,75.0,33.3,3,9,2,0,4,0,0,1,Grizzlies,1,1,134,30:13,16448,18119,7d2016e3-5999-4028-aadc-9a16d12cdf35,2020-01-11T01:00:00+00:00,Jonas Valanciunas
166770,25184,25184,DeMar,DeRozan,5e86a9c3-b4d0-4fe1-a551-acd83e5d60eb,F,36,92.9,58.8,100.0,9,9,2,1,5,0,0,1,Spurs,0,0,121,37:47,16448,18119,7d2016e3-5999-4028-aadc-9a16d12cdf35,2020-01-11T01:00:00+00:00,DeMar DeRozan
166797,25211,25211,Domantas,Sabonis,22038780-8c50-4211-a99e-656d983e5207,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Pacers,0,1,116,00:00,20229,20917,7f3bec70-e38a-4b47-9c90-816ea3778e23,2020-01-11T01:00:00+00:00,Domantas Sabonis
166810,25224,25224,Devin,Booker,31baa84f-c759-4f92-8e1f-a92305ade3d6,G,24,100.0,42.9,50.0,5,3,0,3,1,0,0,3,Suns,1,1,98,36:42,14562,18422,03fa2037-2843-439c-ab82-4c6c672dfd3b,2020-01-11T02:00:00+00:00,Devin Booker
166811,25225,25225,Deandre,Ayton,7ca4beac-bbd6-454f-b820-4e8442a3e1e5,C-F,13,100.0,37.5,0.0,1,9,2,0,2,0,0,1,Suns,1,1,98,30:14,14562,18422,03fa2037-2843-439c-ab82-4c6c672dfd3b,2020-01-11T02:00:00+00:00,Deandre Ayton
166836,25250,25250,Nikola,Vucevic,7366b2b7-5959-4dd9-9204-760e861b3119,C,18,0.0,40.0,33.3,3,13,5,2,3,0,0,3,Magic,0,0,94,33:02,14562,18422,03fa2037-2843-439c-ab82-4c6c672dfd3b,2020-01-11T02:00:00+00:00,Nikola Vucevic
166839,25253,25253,Tony,Bradley,6130d33e-5725-4f5d-8f81-76ecd691a5b2,C-F,5,50.0,100.0,0.0,1,5,3,0,2,0,0,2,Jazz,1,1,109,13:17,18306,18306,e67300d6-1d02-4e3c-9cf6-786691221b5f,2020-01-11T02:00:00+00:00,Tony Bradley
166845,25259,25259,Rudy,Gobert,37fbc3a5-0d10-4e22-803b-baa2ea0cdb12,C,15,75.0,60.0,0.0,3,13,2,1,0,0,0,1,Jazz,1,1,109,29:07,18306,18306,e67300d6-1d02-4e3c-9cf6-786691221b5f,2020-01-11T02:00:00+00:00,Rudy Gobert
166872,25286,25286,Kristaps,Porzingis,3c5901ef-af1d-441d-aeed-8e0a93cead49,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Mavericks,1,0,114,00:00,20542,19200,b6ce1e23-1a26-4e04-9807-37f1b2712af3,2020-01-11T02:45:00+00:00,Kristaps Porzingis
166879,25293,25293,Luka,Doncic,d2ee92e9-3e72-45eb-b156-2dc5adc1e6f7,G,25,61.5,50.0,20.0,7,10,2,0,3,0,0,6,Mavericks,1,0,114,32:04,20542,19200,b6ce1e23-1a26-4e04-9807-37f1b2712af3,2020-01-11T02:45:00+00:00,Luka Doncic
166902,25316,25316,Anthony,Davis,ea8826b8-1f76-4eab-b61e-ffcb176880f3,F-C,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Lakers,0,1,129,00:00,20542,19200,b6ce1e23-1a26-4e04-9807-37f1b2712af3,2020-01-11T02:45:00+00:00,Anthony Davis
166904,25318,25318,LeBron,James,0afbe608-940a-4d5d-a1f7-468718c67d91,F,35,80.0,57.9,50.0,7,16,2,1,0,0,0,3,Lakers,0,1,129,32:16,20542,19200,b6ce1e23-1a26-4e04-9807-37f1b2712af3,2020-01-11T02:45:00+00:00,LeBron James
166910,25324,25324,De'Aaron,Fox,cfc1e41b-74ab-45ee-8132-aaf9ca7f8163,G,19,0.0,47.1,25.0,10,9,2,4,4,0,1,6,Kings,1,0,106,38:21,17583,17608,20429789-c621-46a3-bbdf-0aff94e0afcf,2020-01-11T03:00:00+00:00,De'Aaron Fox
166929,25343,25343,Khris,Middleton,4c362eee-6474-40ea-b1b4-d8f917f95175,F,27,72.7,80.0,50.0,4,11,0,2,2,0,0,2,Bucks,0,1,127,28:53,17583,17608,20429789-c621-46a3-bbdf-0aff94e0afcf,2020-01-11T03:00:00+00:00,Khris Middleton
166938,25352,25352,Giannis,Antetokounmpo,6c60282d-165a-4cba-8e5a-4f2d9d4c5905,F,13,50.0,42.9,50.0,5,10,1,1,4,0,0,3,Bucks,0,1,127,28:18,17583,17608,20429789-c621-46a3-bbdf-0aff94e0afcf,2020-01-11T03:00:00+00:00,Giannis Antetokounmpo
166942,25356,25356,Kawhi,Leonard,c12fb587-fc86-471c-8a84-19caf31325ce,F,36,75.0,66.7,28.6,5,9,1,3,3,0,0,5,Clippers,1,1,109,37:32,19068,18997,8f53e88a-b87b-43c5-9077-b613770f3be9,2020-01-11T03:30:00+00:00,Kawhi Leonard
166946,25360,25360,Montrezl,Harrell,869c305c-3e1f-49e5-a59b-5f1e03d198f8,F-C,11,25.0,55.6,0.0,3,10,0,0,1,0,0,4,Clippers,1,1,109,30:12,19068,18997,8f53e88a-b87b-43c5-9077-b613770f3be9,2020-01-11T03:30:00+00:00,Montrezl Harrell
166949,25363,25363,Paul,George,db09f372-9a17-4889-add7-bf8a75ab6da6,F,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Clippers,1,1,109,00:00,19068,18997,8f53e88a-b87b-43c5-9077-b613770f3be9,2020-01-11T03:30:00+00:00,Paul George
166953,25367,25367,Ivica,Zubac,2da18268-82d4-4b40-a296-7ceddd435d0b,C,4,0.0,50.0,0.0,1,8,3,0,3,0,0,1,Clippers,1,1,109,15:12,19068,18997,8f53e88a-b87b-43c5-9077-b613770f3be9,2020-01-11T03:30:00+00:00,Ivica Zubac
